ser,win,tmoy,deth
B44,1982,-2.226666666666668,-465.41999999999996
B44,1987,-3.3599999999999994,-159.34000000000006
B44,1992,3.206666666666666,584.0733333333334
B44,1997,3.8066666666666635,344.4333333333334
B44,2002,8.059999999999999,-220.42
B44,2007,6.579999999999998,93.21333333333332
B44,2012,6.346666666666667,-162.52000000000007
B44,2017,13.120000000000001,491.58000000000004
B44,2022,22.266666666666666,1348.1666666666665
B51,1982,-2.879999999999998,-91.66666666666666
B51,1987,-3.5066666666666664,-383.11
B51,1992,3.4933333333333336,262.15999999999997
B51,1997,2.9599999999999995,181.4033333333333
B51,2002,9.10666666666667,-109.27333333333331
B51,2007,7.233333333333332,-86.64666666666668
B51,2012,7.206666666666666,61.800000000000026
B51,2017,13.633333333333331,621.62
B51,2022,22.299999999999997,1587.7333333333333
B52,1982,-2.3599999999999968,-236.35999999999996
B52,1987,-3.366666666666666,-257.5866666666666
B52,1992,3.3866666666666645,446.2933333333334
B52,1997,3.3,140.45333333333346
B52,2002,8.339999999999998,-252.7000000000001
B52,2007,6.913333333333332,79.98666666666668
B52,2012,6.866666666666669,-191.45333333333338
B52,2017,13.546666666666667,551.5533333333333
B52,2022,22.5,1495.7333333333333
B53,1982,-2.7600000000000025,-350.4433333333333
B53,1987,-2.7399999999999975,-57.789999999999964
B53,1992,3.6133333333333324,293.9599999999999
B53,1997,3.4866666666666672,250.81
B53,2002,8.319999999999999,-173.04999999999995
B53,2007,6.539999999999995,-165.71999999999994
B53,2012,6.986666666666665,-84.8633333333333
B53,2017,14.059999999999997,571.0166666666667
B53,2022,22.53333333333333,1193.45
B61,1982,-2.3866666666666676,-388.65666666666664
B61,1987,-3.473333333333332,-45.67000000000003
B61,1992,3.033333333333334,287.97333333333324
B61,1997,4.366666666666665,412.3033333333333
B61,2002,7.506666666666666,-292.6499999999999
B61,2007,6.206666666666666,110.93666666666672
B61,2012,6.073333333333335,9.139999999999919
B61,2017,12.193333333333333,280.17
B61,2022,20.13333333333334,1110.2666666666667
B62,1982,-2.506666666666669,-345.77000000000004
B62,1987,-2.8999999999999972,-73.37666666666664
B62,1992,3.4333333333333345,315.12
B62,1997,4.1466666666666665,322.9433333333334
B62,2002,7.8,-168.06666666666666
B62,2007,6.3533333333333335,171.30333333333334
B62,2012,6.8166666666666655,-128.85333333333338
B62,2017,13.453333333333333,550.1133333333332
B62,2022,21.63333333333334,881.7666666666669
B70,1982,-2.426666666666665,-386.16
B70,1987,-3.0666666666666687,-200.08666666666667
B70,1992,3.55333333333333,463.58000000000004
B70,1997,3.6599999999999993,335.32
B70,2002,8.193333333333333,-280.12000000000006
B70,2007,6.766666666666666,45.50666666666666
B70,2012,7.606666666666669,-217.51999999999998
B70,2017,14.639999999999997,569.2133333333333
B70,2022,23.16666666666667,1084.5666666666666
B81,1982,-2.6333333333333315,-390.3999999999999
B81,1987,-2.8800000000000012,-59.863333333333415
B81,1992,3.139999999999998,472.15666666666664
B81,1997,4.613333333333332,348.48666666666674
B81,2002,7.379999999999998,-128.32
B81,2007,5.733333333333334,249.87333333333336
B81,2012,5.74,-146.5
B81,2017,11.8,396.4066666666666
B81,2022,19.63333333333334,705.7666666666667
B82,1982,-2.6333333333333373,-199.81333333333333
B82,1987,-2.293333333333331,-130.79999999999987
B82,1992,3.3400000000000007,228.05333333333328
B82,1997,4.540000000000001,391.95333333333326
B82,2002,7.586666666666668,-207.6199999999999
B82,2007,5.820000000000002,162.2
B82,2012,6.493333333333334,-98.79999999999991
B82,2017,12.993333333333334,641.1533333333334
B82,2022,20.5,931.8333333333335
B91,1982,-2.7666666666666684,-281.7933333333333
B91,1987,-2.3400000000000007,-75.88666666666677
B91,1992,3.6,230.47333333333336
B91,1997,3.7399999999999975,326.4933333333332
B91,2002,8.066666666666663,-330.12
B91,2007,6.2,-64.8333333333334
B91,2012,6.993333333333337,89.02000000000007
B91,2017,14.039999999999997,854.9266666666667
B91,2022,22,1108.3333333333335
B92,1982,-3.1666666666666687,-169.36333333333334
B92,1987,-2.580000000000004,-43.40333333333338
B92,1992,3.6400000000000006,101.99666666666663
B92,1997,3.573333333333332,216.88
B92,2002,8.54666666666667,180.37999999999997
B92,2007,6.233333333333334,-233.38666666666663
B92,2012,6.293333333333334,-352.1633333333333
B92,2017,13.4,726.1566666666666
B92,2022,21.03333333333333,1311.0833333333333
C11,1982,-2.626666666666665,-183.44666666666666
C11,1987,-3.8666666666666627,-276.82666666666665
C11,1992,3.4066666666666663,267.62666666666667
C11,1997,3.2,161.0333333333333
C11,2002,8.52,-170.31333333333333
C11,2007,8.366666666666669,-127.54666666666667
C11,2012,7.656666666666668,-97.64000000000001
C11,2017,14.443333333333333,414.53999999999996
C11,2022,22.299999999999997,1904.5500000000002
C12,1982,-3.0333333333333314,-220.68333333333334
C12,1987,-3.700000000000003,-403.3
C12,1992,3.633333333333334,404.93333333333334
C12,1997,2.7600000000000025,34.870000000000005
C12,2002,9.180000000000001,-137.16333333333333
C12,2007,7.8933333333333335,-51.18333333333332
C12,2012,7.850000000000001,1.213333333333344
C12,2017,14.3,607.99
C12,2022,22.433333333333337,2052.05
C20,1982,-3.2866666666666675,-99.16333333333337
C20,1987,-3.293333333333334,-266.75
C20,1992,3.6599999999999993,258.9566666666667
C20,1997,3.1199999999999988,77.65666666666661
C20,2002,9.2,145.93333333333334
C20,2007,7.24666666666667,-171.99666666666673
C20,2012,7.286666666666667,-55.23333333333328
C20,2017,13.860000000000003,717.1133333333333
C20,2022,22.16666666666667,1593.1999999999998
C30,1982,-3.2,-166.42666666666668
C30,1987,-3.860000000000002,-247.63999999999996
C30,1992,3.9799999999999955,444.08666666666664
C30,1997,2.353333333333333,-32.40333333333335
C30,2002,9.173333333333332,204.8233333333333
C30,2007,7.780000000000001,-31.633333333333304
C30,2012,7.419999999999999,-25.480000000000018
C30,2017,14.333333333333332,793.2033333333334
C30,2022,21.799999999999997,1458.8
C41,1982,-3.3333333333333313,-160.68
C41,1987,-3.8466666666666667,-193.5966666666667
C41,1992,4.6466666666666665,603.73
C41,1997,1.953333333333336,-114.41999999999996
C41,2002,9.533333333333335,241.15333333333334
C41,2007,7.35333333333333,-17.91000000000006
C41,2012,6.046666666666667,82.09000000000003
C41,2017,13.666666666666663,676.2666666666665
C41,2022,19.766666666666666,1431.3166666666666
C42,1982,-3.6666666666666687,52.99333333333334
C42,1987,-3.2400000000000007,-118.28000000000002
C42,1992,4.616666666666665,395.30000000000007
C42,1997,2.6866666666666648,-99.53333333333335
C42,2002,9.933333333333334,274
C42,2007,7.840000000000003,87.86000000000001
C42,2012,7.140000000000001,3.8933333333333167
C42,2017,13.813333333333329,705.52
C42,2022,19.700000000000003,1047.3666666666668
C51,1982,-3.6400000000000006,-104.18666666666668
C51,1987,-2.973333333333335,-235.5133333333333
C51,1992,3.7733333333333348,206.14000000000004
C51,1997,3.6666666666666656,14.153333333333284
C51,2002,9.686666666666667,261.75333333333333
C51,2007,7.1466666666666665,-21.693333333333293
C51,2012,6.8933333333333335,-318.17333333333335
C51,2017,13.206666666666663,426.4599999999999
C51,2022,20.766666666666666,1337.5333333333333
C52,1982,-3.966666666666666,162.98666666666668
C52,1987,-0.8466666666666669,-17.20666666666665
C52,1992,3.826666666666668,149.24999999999994
C52,1997,3.306666666666666,104.16333333333337
C52,2002,9.593333333333334,482.0400000000001
C52,2007,7.3733333333333375,300.58000000000004
C52,2012,8.3,-27.826666666666675
C52,2017,15.253333333333336,576.01
C52,2022,20.53333333333333,1064.5
D11,1982,-3.7566666666666686,-74.52666666666666
D11,1987,-3.78666666666667,-119.83666666666667
D11,1992,4.500000000000003,354.64
D11,1997,2.8933333333333335,-154.51333333333332
D11,2002,8.680000000000001,245.0233333333333
D11,2007,6.8033333333333355,243.99666666666667
D11,2012,7.1066666666666665,99.96000000000001
D11,2017,14.99333333333333,909.6133333333333
D11,2022,21.53333333333333,1341.3833333333332
D12,1982,-3.4933333333333336,-128.85333333333332
D12,1987,-3.639999999999998,-180.74666666666667
D12,1992,4.299999999999997,401.5
D12,1997,2.5599999999999996,-146.42000000000002
D12,2002,9.379999999999999,223.80000000000004
D12,2007,7.573333333333332,68.29333333333334
D12,2012,7.3,13.726666666666734
D12,2017,14.386666666666667,845.78
D12,2022,21.266666666666666,1253.6666666666665
E10,1982,-3.8933333333333335,81.27666666666667
E10,1987,-2.0666666666666655,23.110000000000014
E10,1992,4.106666666666669,110.84666666666666
E10,1997,3.1533333333333333,-10.783333333333303
E10,2002,9.846666666666668,283.5166666666667
E10,2007,7.6066666666666665,340.56333333333333
E10,2012,7.953333333333333,-87.41000000000001
E10,2017,14.553333333333333,672.83
E10,2022,21.433333333333337,1237.2333333333333
E20,1982,-3.793333333333332,130.6333333333333
E20,1987,-1.673333333333335,8.326666666666643
E20,1992,4.546666666666667,122.9
E20,1997,2.7600000000000007,22.79333333333335
E20,2002,9.246666666666668,189.72000000000003
E20,2007,7.339999999999999,248.54000000000002
E20,2012,8.559999999999999,9.95333333333333
E20,2017,15.526666666666667,564.0666666666667
E20,2022,22.43333333333333,911.5666666666666
F11,1982,-2.5133333333333354,-113.2433333333333
F11,1987,-1.9899999999999978,-79.64333333333335
F11,1992,3.039999999999998,205.81666666666666
F11,1997,5.1,285.4566666666667
F11,2002,7.246666666666667,-322.6366666666667
F11,2007,5.326666666666665,105.21999999999998
F11,2012,5.213333333333333,-121.94666666666672
F11,2017,11.279999999999998,331.66000000000014
F11,2022,18.46666666666667,646.0333333333333
F12,1982,-2.4933333333333336,-192
F12,1987,-1.9,-61.113333333333415
F12,1992,3.080000000000001,199.0999999999999
F12,1997,5.179999999999998,251.33999999999997
F12,2002,7.373333333333332,-104.17333333333326
F12,2007,4.973333333333332,75.35333333333338
F12,2012,5.546666666666667,36.70666666666657
F12,2017,11.253333333333334,377.5933333333334
F12,2022,18.566666666666663,440.2333333333331
F13,1982,-2.5866666666666647,-398.30000000000007
F13,1987,-2.539999999999998,-133.82666666666665
F13,1992,3.026666666666668,242.6
F13,1997,5.446666666666667,262.2866666666667
F13,2002,7.226666666666665,65.05333333333328
F13,2007,4.9933333333333305,139.50000000000009
F13,2012,5.746666666666667,124.90666666666667
F13,2017,11.013333333333335,471.57333333333327
F13,2022,18.066666666666663,154.91666666666674
F14,1982,-2.4200000000000017,-99.89666666666668
F14,1987,-1.6066666666666691,-73.27666666666669
F14,1992,3.0666666666666687,163.02333333333337
F14,1997,5.579999999999998,286.2866666666667
F14,2002,7.273333333333332,42.3966666666668
F14,2007,4.666666666666666,115.78999999999996
F14,2012,5.56,202.66
F14,2017,11.086666666666668,267.3666666666666
F14,2022,18.299999999999997,267.36666666666656
F15,1982,-2.7133333333333325,34
F15,1987,-0.6199999999999989,231.39999999999992
F15,1992,3.026666666666665,-165.2466666666666
F15,1997,5.399999999999997,160.29333333333344
F15,2002,7.380000000000001,-59.4666666666667
F15,2007,5.213333333333336,79.30666666666676
F15,2012,6.653333333333333,434.8333333333335
F15,2017,12.746666666666666,581.6800000000001
F15,2022,19.03333333333333,643.0666666666666
F21,1982,-2.0466666666666695,-24.980000000000018
F21,1987,-0.3133333333333326,188.35333333333338
F21,1992,2.266666666666663,-37.65999999999995
F21,1997,5.660000000000002,167.79333333333335
F21,2002,6.493333333333334,372.8199999999999
F21,2007,3.6866666666666617,405.88
F21,2012,5.720000000000004,629.4066666666665
F21,2017,10.526666666666666,472.2200000000001
F21,2022,17.69999999999999,-6.816666666666833
F22,1982,-2.130000000000004,-33.28666666666659
F22,1987,-1.5033333333333303,82.34333333333329
F22,1992,2.256666666666675,48.960000000000036
F22,1997,5.966666666666669,275.6066666666666
F22,2002,6.066666666666665,240.67
F22,2007,3.8533333333333304,286.52
F22,2012,4.906666666666661,465.08333333333326
F22,2017,9.406666666666666,506.41666666666663
F22,2022,16.35,-59.0333333333333
F23,1982,-2.4800000000000026,-33.41999999999994
F23,1987,-1.0133333333333325,95.81333333333332
F23,1992,2.9599999999999995,-59.486666666666586
F23,1997,5.686666666666667,304.18666666666667
F23,2002,7.3533333333333335,20.629999999999974
F23,2007,4.866666666666669,58.27333333333327
F23,2012,6.44,327.42333333333335
F23,2017,12.000000000000004,320.87333333333333
F23,2022,18.599999999999994,155.8833333333332
F30,1982,-2.9800000000000013,-29.759999999999945
F30,1987,0.04000000000000057,354.16
F30,1992,2.800000000000003,58.32000000000007
F30,1997,5.660000000000002,184.69666666666672
F30,2002,7.579999999999998,250.8533333333334
F30,2007,5.3533333333333335,444.37666666666667
F30,2012,7.319999999999996,257.13666666666666
F30,2017,13.180000000000003,404.5599999999999
F30,2022,19.066666666666663,357.85000000000014
F40,1982,-3.0799999999999983,-138.01666666666665
F40,1987,-0.06000000000000512,386.8600000000001
F40,1992,2.9866666666666646,-136.52000000000004
F40,1997,5.460000000000003,226.17333333333335
F40,2002,7.219999999999999,215.67999999999992
F40,2007,5.1800000000000015,320.5100000000001
F40,2012,6.7799999999999985,319.7466666666667
F40,2017,13.060000000000002,613.7133333333333
F40,2022,18.96666666666667,466.28333333333353
F51,1982,-1.653333333333336,162.29333333333327
F51,1987,1.7133333333333325,284.24666666666667
F51,1992,2.353333333333336,18.97000000000005
F51,1997,5.460000000000008,78.3
F51,2002,6.060000000000002,172.98333333333335
F51,2007,3.3200000000000047,589.5833333333334
F51,2012,6.35333333333333,377.31
F51,2017,11.063333333333336,168.74666666666667
F51,2022,16.69999999999999,341.9333333333334
F52,1982,-1.5,28.59333333333334
F52,1987,0.8600000000000023,336.96000000000004
F52,1992,1.9200000000000017,-24.606666666666662
F52,1997,5.213333333333336,125.42666666666669
F52,2002,6.613333333333332,348.8933333333333
F52,2007,4.173333333333335,462.87333333333333
F52,2012,7.719999999999999,358.02000000000004
F52,2017,12.826666666666673,316.48666666666674
F52,2022,18.933333333333337,239.76666666666665
G11,1982,-2.7600000000000025,-13.116666666666651
G11,1987,-1.2,179.26999999999992
G11,1992,3.1799999999999953,-61.25999999999999
G11,1997,5.193333333333333,255.60666666666663
G11,2002,7.093333333333334,-300.8633333333333
G11,2007,5.373333333333332,48.039999999999964
G11,2012,5.859999999999999,45.713333333333345
G11,2017,12.36,572.9766666666667
G11,2022,19.066666666666663,652.0666666666666
G12,1982,-2.966666666666666,-189.40333333333336
G12,1987,-1.7199999999999989,49.74333333333338
G12,1992,3.5333333333333314,76.2566666666667
G12,1997,4.333333333333331,291.68666666666667
G12,2002,7.663333333333332,-210.13333333333335
G12,2007,6,-85.35333333333335
G12,2012,6.406666666666666,109.83999999999999
G12,2017,13.440000000000001,865.55
G12,2022,20.766666666666666,793.0833333333334
G13,1982,-3.226666666666668,-80.42666666666665
G13,1987,-0.9399999999999977,274.9266666666667
G13,1992,3.4333333333333313,-143.05333333333334
G13,1997,4.8933333333333335,231.0066666666667
G13,2002,7.340000000000001,-93.98000000000002
G13,2007,5.793333333333334,-23.413333333333277
G13,2012,5.866666666666669,74.10666666666668
G13,2017,12.953333333333333,724.1733333333333
G13,2022,19.66666666666667,774.2
G21,1982,-3.366666666666666,-63.373333333333335
G21,1987,-0.7333333333333343,275.5933333333333
G21,1992,3.4800000000000013,-120.99333333333334
G21,1997,5.06,165.98000000000005
G21,2002,7.2799999999999985,-115.32000000000001
G21,2007,5.933333333333332,-85.64666666666668
G21,2012,5.460000000000003,11.626666666666665
G21,2017,12.779999999999998,621.4266666666666
G21,2022,19.53333333333333,443.4666666666667
G22,1982,-3.806666666666666,-9.519999999999959
G22,1987,-0.5466666666666697,272.32666666666665
G22,1992,3.8866666666666676,66.18000000000002
G22,1997,4.040000000000001,125.99333333333334
G22,2002,7.7600000000000025,301.5733333333334
G22,2007,5.859999999999999,63.633333333333304
G22,2012,6.159999999999999,-118.61333333333337
G22,2017,14.013333333333332,503.76
G22,2022,20.13333333333334,313.6666666666665
G23,1982,-3.1400000000000032,-168.8933333333333
G23,1987,-2.646666666666667,-29.779999999999973
G23,1992,3.71333333333333,102.65333333333328
G23,1997,3.4400000000000004,124.11999999999993
G23,2002,8.786666666666665,137.8866666666666
G23,2007,6.8199999999999985,-142.66666666666666
G23,2012,6.733333333333332,-131.82000000000002
G23,2017,13.673333333333336,706.26
G23,2022,22.13333333333334,1292.4666666666667
G30,1982,-3.7600000000000007,-21.61333333333331
G30,1987,-0.11333333333333258,354.16
G30,1992,3.8,-23.94000000000001
G30,1997,4.500000000000002,72.02666666666664
G30,2002,7.366666666666665,188.56666666666666
G30,2007,5.713333333333333,152.2666666666667
G30,2012,5.979999999999999,32.38000000000007
G30,2017,13.833333333333332,622.7866666666666
G30,2022,20.233333333333334,371.83333333333337
G41,1982,-3.366666666666666,-29.079999999999973
G41,1987,-2.1,58.233333333333306
G41,1992,3.6666666666666656,121.09333333333333
G41,1997,3.9599999999999995,165.15333333333334
G41,2002,8.513333333333339,170.28000000000003
G41,2007,6.273333333333335,-21.933333333333348
G41,2012,5.706666666666666,-272.4
G41,2017,12.846666666666664,548.5133333333333
G41,2022,19.799999999999997,1442.9333333333334
G42,1982,-3.533333333333334,58.83000000000004
G42,1987,-0.9266666666666652,135.49333333333337
G42,1992,3.603333333333333,80.67999999999999
G42,1997,3.8333333333333344,291.9333333333333
G42,2002,8.059999999999999,262.2966666666666
G42,2007,5.953333333333336,241.83999999999997
G42,2012,6.366666666666669,25.449999999999953
G42,2017,13.786666666666667,522.1766666666666
G42,2022,18.700000000000003,1240.15
G50,1982,-3.673333333333332,-83.51333333333336
G50,1987,-0.033333333333328594,542.7133333333334
G50,1992,3.2333333333333343,-116.77999999999997
G50,1997,5.253333333333333,124.08000000000011
G50,2002,7.24,302.6333333333333
G50,2007,5.5866666666666704,440.16
G50,2012,6.493333333333334,317.88000000000005
G50,2017,13.21333333333333,436.2866666666667
G50,2022,18.566666666666663,569.0999999999999
G60,1982,-4.1800000000000015,-191.73666666666662
G60,1987,0.13333333333333428,637.9933333333333
G60,1992,3.6866666666666674,44.219999999999935
G60,1997,4.880000000000001,152.4866666666666
G60,2002,7.593333333333334,231.21999999999997
G60,2007,6.26,716.46
G60,2012,7.01333333333333,74.7433333333333
G60,2017,14.053333333333336,516.72
G60,2022,18.36666666666666,260.8666666666668
G70,1982,-4.346666666666664,-287.1
G70,1987,0.3066666666666663,367.25666666666666
G70,1992,4.060000000000005,243.49000000000004
G70,1997,4.139999999999998,45.25666666666668
G70,2002,8.01333333333333,203.3933333333333
G70,2007,6.523333333333336,676.2133333333334
G70,2012,7.473333333333332,30.743333333333407
G70,2017,14.539999999999997,591.2266666666667
G70,2022,18.299999999999997,-41.7166666666667
G80,1982,-3.9,-283.74666666666667
G80,1987,0.14666666666666686,724.6933333333334
G80,1992,3.066666666666663,-76.27333333333331
G80,1997,4.906666666666669,97.71999999999989
G80,2002,7.306666666666669,270.7733333333332
G80,2007,6.293333333333334,856.1266666666668
G80,2012,7.246666666666667,159.08666666666667
G80,2017,13.966666666666665,708.9266666666667
G80,2022,18.16666666666667,474.1666666666665
G90,1982,-3.4466666666666668,-124.46000000000008
G90,1987,-1.5533333333333303,163.90000000000003
G90,1992,3.573333333333335,172.32000000000002
G90,1997,4.113333333333335,281.4466666666667
G90,2002,7.8533333333333335,177.04666666666662
G90,2007,5.6800000000000015,-235.26666666666674
G90,2012,5.886666666666668,-179.7133333333333
G90,2017,13.146666666666667,659.8599999999999
G90,2022,19.96666666666667,924.2666666666669
H10,1982,-3.6266666666666665,159.76
H10,1987,0.8733333333333334,36.54666666666667
H10,1992,4.339999999999999,120.67333333333332
H10,1997,1.6266666666666652,-154.64666666666668
H10,2002,8.839999999999996,218.45333333333332
H10,2007,7.706666666666665,156.38666666666666
H10,2012,9.2,-18.96
H10,2017,16.413333333333334,231.52666666666664
H10,2022,21.766666666666666,363.8666666666667
H21,1982,-3.0666666666666655,243.51333333333332
H21,1987,1.6399999999999992,-5.883333333333335
H21,1992,3.7533333333333325,125.17666666666668
H21,1997,0.7933333333333312,-168.26333333333332
H21,2002,8.306666666666668,183.61333333333334
H21,2007,8.033333333333333,112.44333333333336
H21,2012,8.826666666666664,-62.063333333333354
H21,2017,16.153333333333336,244.09666666666666
H21,2022,21,87.98333333333335
H22,1982,-2.0533333333333346,159.38666666666666
H22,1987,2.093333333333333,110.97999999999999
H22,1992,2.8733333333333335,124.46666666666668
H22,1997,-1.0400000000000003,-166.6133333333333
H22,2002,6.966666666666665,219.70666666666668
H22,2007,8.226666666666667,194.97333333333336
H22,2012,7.953333333333333,-7.9133333333332985
H22,2017,15.54,226.26666666666668
H22,2022,20.433333333333334,-71.65
H30,1982,-3.1333333333333315,-102.02666666666671
H30,1987,0.8,42.31666666666674
H30,1992,3.026666666666668,252.7333333333333
H30,1997,2.453333333333333,-37.863333333333365
H30,2002,7.566666666666668,733.2433333333333
H30,2007,7.286666666666671,824.0200000000001
H30,2012,6.833333333333331,354.4566666666666
H30,2017,14.119999999999997,676.5766666666667
H30,2022,16.700000000000003,364.0333333333333
H41,1982,-2.853333333333336,-46.44000000000003
H41,1987,1.106666666666665,176.23999999999995
H41,1992,2.4933333333333336,227.2666666666666
H41,1997,1.8900000000000006,-98.73999999999998
H41,2002,6.199999999999999,669.4466666666666
H41,2007,7.2666666666666675,606.7199999999999
H41,2012,4.323333333333333,283.2066666666666
H41,2017,10.52,525.1533333333333
H41,2022,12.866666666666667,-243.76666666666677
H42,1982,-1.7866666666666653,62.2033333333333
H42,1987,1.599999999999999,74.28
