"greco","ser","year","V","PV","GTOT","NT","mqd"
"B","B52",1992,153.077056665681,5.11610636820074,19.5912393260428,745.001844079707,0.574853543971494
"B","B52",1997,150.348771209208,5.24014306241313,18.6987063502915,686.149619914994,0.58519593293369
"B","B53",1982,94.6814965574976,3.72929048656271,15.6628442254423,823.922101292209,0.488761703704412
"B","B53",1987,136.118751716685,4.92572854033031,17.8785435931067,773.148477197258,0.539063030493405
"B","B53",1992,142.653768751931,4.64520635463853,19.581739886892,723.96729066085,0.583003414372957
"B","B53",1997,178.273074138697,6.36933818790326,22.0770171568798,819.16589515025,0.581954724401625
"B","B61",1982,120.790810920435,6.20107477096635,17.2450060096075,719.516261751862,0.548802776783848
"B","B61",1987,104.808894712174,5.59961037464849,17.2175087934425,793.200852823798,0.522274115818735
"B","B61",1997,141.088602499146,6.72517578893225,19.7685127901006,660.540086217862,0.613256756391345
"B","B62",1982,139.260804637591,5.33307757649229,18.116207471153,833.809991165877,0.522522537789809
"B","B62",1987,133.260454761218,5.6143408738885,18.5452507684577,828.419175317312,0.530391084987986
"B","B62",1997,150.823444577291,5.59858760877544,20.3274390051098,717.308231736497,0.596751278213792
"B","B70",1982,111.779400360742,4.79286491242714,16.1429395402778,753.16845718959,0.518979472659518
"B","B70",1987,113.796133922276,5.38813743030463,16.0715538857766,687.399966971259,0.542037224641315
"B","B70",1992,128.345291631024,4.61432631068111,17.8998881844676,669.092805818808,0.579811614786993
"B","B70",1997,125.70342337441,5.31932158994889,17.1735016502195,593.305575972329,0.603108077585276
"B","B81",1982,73.1334797890772,4.63103382111123,12.9993321560887,813.061970316678,0.448232794837077
"B","B81",1987,134.175260930043,6.40900906181353,19.0179111847779,890.05827671641,0.518175789661405
"B","B81",1997,107.905702685252,4.77163177917301,16.6411409276883,645.911887712016,0.568996824232166
"B","B82",1987,113.03159560517,4.98518059158143,17.4198248734861,846.589037533256,0.508499469369171
"B","B82",1997,116.780609853794,4.53169213614967,18.4886242411356,771.119470217518,0.548903999970686
"B","B91",1987,154.322177553131,4.80018395560069,19.0870843897622,785.227694518619,0.552684041343671
"B","B91",1997,145.879066183346,4.78597652091524,19.633630775904,745.14476261701,0.575419950243121
"B","B91",2002,243.22856532335,5.35062823883087,25.6846920601034,646.548245406305,0.706547956896832
