"greco","ser","year","V","PV","GTOT","NT","mqd","pvv"
"Alpes","H10",1997,233.525249547609,6.01140860360346,26.142239081271,657.012163739143,0.22508147130048,0.0257420069788981
"Alpes","H10",2002,206.144431274711,5.86956373914116,25.0048753210567,781.624402252661,0.201821928270377,0.0284730647480809
"Alpes","H21",1982,187.488381998018,6.25983771926718,21.7936545268644,675.235803880582,0.202718021646277,0.0333878699712356
"Alpes","H21",1987,176.127741046131,4.92424027825692,20.4934358040432,536.40151418169,0.220555275184291,0.0279583457382059
"Alpes","H21",1997,201.761642273418,6.19789301758306,23.5225575300316,590.33715353613,0.225240908591252,0.0307188866414161
"Alpes","H21",2002,189.669588625539,5.32685650982073,21.3108115918646,477.696394344261,0.238330197265659,0.0280849267846383
"Alpes","H22",1982,79.6478184551952,2.32313693112547,10.786708771868,364.369159050152,0.194146126835207,0.0291676153369137
"Alpes","H22",1987,132.31291935759,3.1031716242778,16.6542248816331,449.352896280727,0.217231849113812,0.0234532775736823
"Alpes","H22",1997,95.1017300695793,2.48560331516618,12.2241591964553,304.243561642738,0.226179822869304,0.0261362575985488
"Alpes","H22",2002,142.826509944556,3.74572888610003,18.3683704011668,489.454562941034,0.218591959274762,0.026225725795261
"Alpes","H30",1982,79.2874099558366,2.51850679733775,16.199547312572,835.458065143271,0.157124594786794,0.0317642712599714
"Alpes","H30",1987,75.8481715658125,2.30274577120275,15.2584202133392,638.268844740792,0.174464882306259,0.0303599378029131
"Alpes","H30",1997,78.7882528810219,2.45498237117773,16.5476402713031,767.723774884328,0.165661122551188,0.0311592436868095
"Alpes","H30",2002,98.1570658031338,2.41957470287035,19.5081518452581,637.172024082513,0.197439832249342,0.0246500308772789
"Alpes","H41",1982,121.498387091371,3.33721996431061,18.6857281651437,636.957573689031,0.193265715826591,0.0274671956081269
"Alpes","H41",1987,104.017787172972,2.56720518915149,15.5899655365185,502.951762131482,0.198661847441997,0.0246804441713652
"Alpes","H41",1997,138.51469180751,3.90830492448238,20.7972181692945,614.296667154052,0.207619721258772,0.0282158150408597
"Alpes","H41",2002,123.526540081653,3.00721886510589,18.6820414307242,532.842539087041,0.21128456916097,0.0243447186581772
"Alpes","H42",1982,121.332579751047,2.24196023257693,18.2126876193729,526.965977883051,0.209773580091476,0.0184778089873061
"Alpes","H42",1987,116.044076492111,2.37807969067217,16.1583098522123,423.139804644433,0.220501264665566,0.0204929003061508
"Alpes","H42",1997,129.591493380375,2.81068191732637,18.9151287154934,483.581481140022,0.223164381346913,0.0216887840706991
"Alpes","H42",2002,157.452764158075,3.21184545938392,21.0205987529048,443.121888033536,0.245762716742582,0.0203987873859069
"Pyrénnés","I11",1982,78.5811943555898,4.1393659854448,13.3833740125944,849.100587455222,0.141663607204536,0.052676292583613
"Pyrénnés","I11",1987,110.560793817565,4.78033278922503,16.4582947085388,679.210542560274,0.175648832514149,0.0432371424278394
"Pyrénnés","I11",1992,76.1264701130822,3.79182739100196,12.3388367705521,595.786418665035,0.162385358836092,0.0498095785259632
"Pyrénnés","I11",1997,163.036842606752,5.56635974809854,21.7987923699888,503.010382739059,0.234899883815968,0.0341417293116053
"Pyrénnés","I11",2002,125.189618032582,5.21931075031989,19.4631180816661,890.620284403682,0.1668072708763,0.0416912427112088
"Pyrénnés","I12",1982,188.125474840841,5.55040462703186,25.7648361764779,779.274901199444,0.20517451128509,0.0295037375014078
"Pyrénnés","I12",1987,163.839852910234,4.76377874598182,22.3030711644218,696.994481446429,0.201847197821615,0.0290758241133911
"Pyrénnés","I12",1992,190.179852642375,4.85036390330196,26.3209889336678,744.138922974169,0.212216501129356,0.0255040890815225
"Pyrénnés","I13",1987,64.6554970873041,2.74897319375432,13.5065778715051,736.997307920923,0.152754766960414,0.0425172385581135
"Pyrénnés","I21",1982,117.616105758767,3.54870517258489,17.6200762300329,677.278212300969,0.182001680657055,0.0301719322340373
"Pyrénnés","I21",1987,159.217504778839,3.38888380031599,20.308048613239,480.762662598834,0.231912304037193,0.0212846182021462
"Pyrénnés","I21",1992,120.013877082751,3.51064393553289,17.8673886990344,561.269192526534,0.201326062416256,0.0292519833611596
"Pyrénnés","I21",1997,177.536538548077,4.13924145770758,23.4777947736916,475.751306979833,0.250665009828201,0.023314870795381
"Pyrénnés","I21",2002,187.547252100386,4.59130462762885,23.8068195772122,587.495774934408,0.227145101667978,0.0244807885810629
"Pyrénnés","I22",1982,88.3674330443072,3.28403543834927,17.1874167162371,794.506548544733,0.165963132012556,0.0371634133210893
"Pyrénnés","I22",1992,89.4854986217642,2.86765663844798,18.1735025949421,762.725567295968,0.174176767237156,0.032046048606925
"Provence","J10",1982,32.0738566329895,1.66340659592648,8.80663643809058,753.793403484987,0.12196463683476,0.0518617581589982
"Provence","J10",1992,21.6585638337793,0.782368363620835,5.18318433313943,328.186694370558,0.141805443235977,0.0361228181898483
"Provence","J10",1997,27.6613965328489,1.10693085847848,7.81481664443435,631.732287026404,0.125501211693127,0.0400171718432206
"Provence","J21",1982,57.3119276293952,2.37590123918792,13.8276306347186,829.029952464416,0.145728278146311,0.0414556155666508
"Provence","J21",1992,46.5963285179981,1.56589505481624,12.9979947080103,736.86673458916,0.14986449746421,0.0336055458577901
"Provence","J22",1982,55.6308884122056,2.50479562323062,13.3419527129943,983.779104874759,0.13140623154689,0.0450252673419658
"Provence","J22",1987,34.1922563105598,1.36099152361036,8.24737698745036,400.184635195169,0.161987975433387,0.039804086377009
"Provence","J22",1997,65.577723640285,2.45117264300945,15.9615915786725,937.170714154751,0.14725966288298,0.0373781294461352
"Provence","J22",2002,48.7132004461902,2.23888626428656,10.0635746215069,482.050033293391,0.163036609931135,0.0459605660022213
"Provence","J23",1982,37.7540234372247,1.74059626381647,9.74573313506782,682.58408051413,0.13482928740036,0.0461035965268878
"Provence","J23",1987,38.3560275600406,1.72839436743729,9.41578899408851,585.966436529961,0.14303655695469,0.0450618710379157
"Provence","J23",1997,49.1260117590677,2.00930669597092,11.494270403632,670.976198478035,0.147686978971022,0.0409010750928716
"Provence","J23",2002,42.1630290144474,1.57711931750712,10.7293744319368,506.613698339757,0.164211586060233,0.0374052660440196
"Provence","J24",1987,52.0038738156778,1.69208087955129,9.91564030380497,396.597156439936,0.178418812015663,0.0325375929791056
"Provence","J24",2002,65.5172473326428,2.20435795658059,13.3233894040449,559.779333219683,0.174082048947204,0.0336454604905586
"Provence","J30",1987,43.2080139313087,1.72564036013232,11.4829603534049,461.196001235595,0.17804887151661,0.0399379699070573
"Provence","J30",1997,45.874368353551,1.68720545667605,12.0363932399507,446.953743240222,0.185170565952097,0.0367788269840112
"Provence","J40",1982,39.8548415655327,1.9116130998084,10.1861284443306,803.044395021974,0.127083701502415,0.047964388383408
"Provence","J40",1987,41.4463693601242,1.65914062778201,10.0998978780636,678.615960733609,0.137658019076067,0.0400310245118425
"Provence","J40",1997,49.2525085455956,1.88377975353218,12.8595296868058,819.304271964961,0.141366007380998,0.0382473869688946
"Provence","J40",2002,51.5542516518076,1.87150748118884,12.9004349465853,774.910323813746,0.145589988731543,0.0363017097761174
"Corse","K11",1987,47.5175147678715,1.31684182476917,10.4252603042641,411.501404481905,0.179602696257662,0.02771276720178
"Corse","K11",2002,46.1460141197849,1.50582756431239,10.9723441011275,600.724290435465,0.152499061941279,0.0326318013166552
"Corse","K12",1987,162.101076511869,2.81093081612157,22.0270574767715,357.881561650176,0.279939150235388,0.0173406054827511
"Corse","K12",2002,152.508307221945,2.93289721257463,21.5441574083706,486.928189041265,0.237348973302929,0.0192310652842432
"Corse","K13",1987,56.3744895889604,1.87616161527272,12.4651338831843,377.135394756375,0.205142142171725,0.0332803299675484
"Corse","K13",2002,72.3948970909606,1.92104772688698,15.6716448487024,504.735977673007,0.198829224514106,0.0265356786746071
"Grand ouest","A11",2007,155.448780276833,6.53495321986635,23.2011282191487,715.202607562702,0.20323339253474,0.0420392698368459
"Grand ouest","A12",2007,190.198061428679,8.05144926278342,26.9736354499135,902.000563346511,0.195128810348683,0.0423319207477968
"Grand ouest","A13",2007,179.00053907413,6.89999515228527,22.2810173448011,621.621728823216,0.213628639288122,0.0385473428626255
"Grand ouest","A21",2007,171.254752009237,6.79223493141569,24.9284254510131,666.101075300276,0.218289283819903,0.0396615851631921
"Grand ouest","A22",2007,168.502956440665,6.30645074941674,22.6426234198034,695.055179808177,0.203661430103717,0.0374263507455874
"Grand ouest","A30",2007,119.404127225325,5.4431717491604,18.0074594907054,716.111510110221,0.178933210964812,0.0455861273445659
"Centre nord","B10",2007,185.729584466386,6.52999449080081,22.6232798367877,574.5013895807,0.22391712087211,0.0351586125040979
"Centre nord","B21",2007,193.102714954055,7.70972517729896,21.9569138803174,468.116552644353,0.244378902188513,0.039925514144808
"Centre nord","B22",2007,172.475157162437,8.79066243248977,21.2081200651151,591.605058589648,0.213643757008043,0.0509677021149819
"Centre nord","B23",2007,222.899084707423,8.68749239680828,24.1816444238655,556.364455501865,0.235243854381969,0.0389750025587205
"Centre nord","B31",2007,182.906748561713,6.86554238003334,22.4297616038686,629.907720015413,0.212926111334629,0.0375357521470395
"Centre nord","B32",2007,177.082714378069,6.58136960844778,22.283490940609,684.674415404399,0.203565709758513,0.0371655112220421
"Centre nord","B33",2007,203.25962754646,6.79266885451991,23.5656439008502,671.392405545575,0.211400739659422,0.0334186819906834
"Centre nord","B41",2007,180.23512311773,6.16731890028412,21.4844352802868,588.317500147117,0.215630975242154,0.0342181856321956
"Centre nord","B42",2007,172.973422093896,6.36153206167806,20.7216784561741,656.305116718858,0.200500116557084,0.0367775117394902
"Centre nord","B43",2007,109.107918229893,6.87392318532926,15.3488203203451,601.733806538744,0.180214758640447,0.0630011395767421
"Centre nord","B44",2007,134.760613978644,5.04899055899564,19.3925770293296,749.21431356596,0.181538937359769,0.0374663665438314
"Centre nord","B51",2007,192.224252115673,5.80032346154532,21.832992881662,627.541572754488,0.21047011821733,0.0301747745027247
"Centre nord","B52",2007,189.35207309757,6.17188385805445,22.7158701595987,746.040879387316,0.196896699129323,0.0325947519722912
"Centre nord","B53",2007,198.095167302263,6.19502481744944,22.726259254877,717.975298953805,0.200754036418452,0.0312729729948272
"Centre nord","B61",2007,178.852573096825,8.19475299988175,23.4371408432929,730.119556088183,0.202167054544058,0.0458184797567624
"Centre nord","B62",2007,184.799985860386,6.5464353820583,24.2186923341651,815.893485045439,0.194407793776699,0.0354244365960291
"Centre nord","B70",2007,154.63381735901,5.38540495805908,20.5452667328046,669.237154836389,0.197706491501548,0.03482682539975
"Centre nord","B81",2007,120.4299369052,5.35938452969622,18.395739484966,707.492189911424,0.181950335036622,0.0445020953047166
"Centre nord","B82",2007,153.556977344947,5.67850326198494,22.3758212135444,787.727469187418,0.190176371022561,0.0369797801452479
"Centre nord","B91",2007,190.155113861409,4.96715578658628,23.0250404771193,694.539976006761,0.205450232291863,0.0261215998124904
"Centre nord","B92",2007,195.503414528024,5.63045180230419,23.6830726632436,725.676249332107,0.203846203964553,0.0287997619678255
"Grand est","C11",2007,199.390608943963,8.71729420568788,23.3263657462852,650.421309992338,0.213688533631658,0.0437196829472436
"Grand est","C12",2007,229.80786150334,8.83163133403544,24.3763494944912,644.816013217403,0.219392353111052,0.0384305013599679
"Grand est","C20",2007,156.308333033278,4.94121242796512,20.4189597806181,726.302316236511,0.189196523343517,0.0316119578021034
"Grand est","C30",2007,196.466325375006,5.47115084146439,22.4700064886056,623.533524620403,0.214203594312651,0.0278477791602266
"Grand est","C41",2007,141.73517271671,5.36636555668886,17.3919775765534,534.416020848239,0.203558765409256,0.0378619184908657
"Grand est","C42",2007,240.740003608603,8.01787723742234,26.521478178251,650.119243172003,0.227906867373388,0.0333051305027721
"Grand est","C51",2007,170.529734489255,6.06168044229619,20.882788152838,682.141614053136,0.197429492186899,0.0355461788552668
"Grand est","C52",2007,188.634800163737,6.75018551736131,25.6197680137097,982.792871430805,0.18218459726504,0.0357844125871901
"Vosges","D11",2007,273.43722627541,9.12078654681063,28.7160798009601,688.392142393224,0.230462189124244,0.0333560527622674
"Vosges","D12",2007,257.035009619429,7.95097386613902,26.1965313984926,644.106901744913,0.227561076051338,0.030933427621052
"Jura","E10",2007,178.708484891727,5.77735539453451,23.5494032851508,854.737106091115,0.187296099786538,0.0323283776818699
"Jura","E20",2007,297.429740912937,8.11972300305208,31.9111950257562,744.0996116487,0.233674356001163,0.0272996337828531
"Sud ouest","F11",2007,118.739104981863,6.60290873291091,19.229776047819,1036.25145611258,0.153712644963849,0.0556085439074134
"Sud ouest","F12",2007,93.1344387225342,3.90901162312729,15.8853196608854,862.147034782763,0.153165999461067,0.0419717096784467
"Sud ouest","F14",2007,129.444195073143,5.9529241304811,19.6239111671765,859.171296913759,0.170532816185367,0.0459883436805906
"Sud ouest","F15",2007,150.436717998969,5.50662857438215,21.6819972031249,912.007029996749,0.173982516547162,0.036604285493784
"Sud ouest","F21",2007,88.2676622665668,4.62370767282595,11.6598792768198,325.893476305167,0.213434319035169,0.0523828042353998
"Sud ouest","F22",2007,144.070478239786,5.92628341453265,19.6154745536238,483.871220604511,0.227190189049244,0.0411346133291036
"Sud ouest","F23",2007,101.765629635018,5.08514332874602,14.9394892213641,556.551612988395,0.184871604755858,0.049969162938252
"Sud ouest","F30",2007,130.59697102373,4.65803898821327,18.8401239270273,692.9874066538,0.186051966915716,0.0356672819568448
"Sud ouest","F40",2007,80.3340329916436,2.23067375438732,15.0261571391411,787.177340117326,0.155898784991208,0.0277674812444604
"Sud ouest","F51",2007,141.328947096288,4.88662832914277,18.9438524738472,457.811657446344,0.229533345807656,0.0345762735061875
"Sud ouest","F52",2007,140.864168839223,4.69527899162376,18.4610734390354,450.993101497815,0.228296148569889,0.0333319610679901
"Massif central","G11",2007,159.907741157159,6.77019887516382,21.9325365127801,797.349548709341,0.18714365769942,0.0423381559027213
"Massif central","G12",2007,191.960206245136,6.56790535455771,25.7627253891188,815.572282679095,0.200548645244251,0.0342149317456474
"Massif central","G13",2007,198.956362342093,7.51023124518797,25.9954321551925,748.535812244062,0.210279670861146,0.0377481330919923
"Massif central","G21",2007,212.215828561718,8.56215233636168,26.1442461405696,674.794757233128,0.222104455769495,0.0403464359581056
"Massif central","G22",2007,220.055433118835,7.5019327915466,27.815594312039,757.637923764205,0.21620631684441,0.0340911046149694
"Massif central","G23",2007,237.180031891229,8.80702489214935,27.34016860514,741.818677334347,0.216624100172144,0.0371322358881723
"Massif central","G30",2007,220.050216543684,6.69480318426896,30.4048702041732,822.802957730284,0.216909570354135,0.030423979078157
"Massif central","G41",2007,235.536499924866,8.73663465725114,27.0919700184342,773.018623677599,0.211242050223861,0.0370924874065721
"Massif central","G42",2007,192.175102137921,6.18693781879377,27.1866260077953,806.734692233252,0.207141610754233,0.0321942736075848
"Massif central","G50",2007,165.016353155895,4.78380131357243,24.1979201232609,752.011517530156,0.20240993837346,0.0289898620475091
"Massif central","G60",2007,72.7590929348984,2.36228655791118,14.3348197769014,627.998661162943,0.170479364972379,0.0324672348516611
"Massif central","G70",2007,141.54599541654,4.44667239460593,25.1409608117816,879.433384209778,0.190785129396127,0.0314150349610408
"Massif central","G80",2007,167.996769355552,6.1302778864793,24.765776143917,887.605064825981,0.188482548358058,0.0364904510366211
"Massif central","G90",2007,176.206164162244,4.91774564774371,23.7581793789104,751.286889818485,0.200659041158931,0.0279090443352233
"Alpes","H10",2007,271.335168609869,6.67270886382706,32.0000841305653,826.886811892845,0.221976800172077,0.0245921267707881
"Alpes","H21",2007,283.610171367236,8.35920469465873,34.287744541865,852.041868596072,0.226357062981916,0.0294742768017114
"Alpes","H22",2007,214.87566003396,5.5986055731004,28.4921533485301,832.464141243991,0.208754058837655,0.0260550942448091
"Alpes","H30",2007,91.6248521181465,2.15469406156842,18.2302906561545,787.50078688412,0.171682629982078,0.0235164806464302
"Alpes","H41",2007,153.73874217711,3.24613709223719,23.7100949276924,704.93258778936,0.206941652067133,0.0211146328262369
"Alpes","H42",2007,182.543208528452,3.21779020843287,25.6112656725616,631.056654895096,0.227319349410885,0.0176275536864541
"Pyrénnés","I11",2007,161.028077517939,5.29932562432522,21.8918082590276,707.664816437569,0.198464153069813,0.032909326783305
"Pyrénnés","I12",2007,165.328170652663,4.66729346743425,23.278150093252,769.512276417694,0.196255354691151,0.0282304791071555
"Pyrénnés","I13",2007,80.3150091507986,2.54327973256483,16.417655346514,854.819989875873,0.156377149259097,0.0316663069512897
"Pyrénnés","I21",2007,176.914431807069,4.38979766392429,24.3997842762578,623.240993139376,0.223264691894645,0.0248131123000271
"Pyrénnés","I22",2007,108.138057931278,2.77940403443802,20.2828632877641,784.849671837311,0.181395475558542,0.0257023668411388
"Provence","J10",2007,42.3258044831495,1.30628241724982,11.4987587737727,898.916048534842,0.127620656366449,0.0308625537825245
"Provence","J21",2007,45.2801839906649,1.84877833642131,11.4628515182833,739.6139840873,0.140474933709053,0.0408297443491498
"Provence","J22",2007,45.8007308147067,1.5710553667026,11.1762549760765,707.655347797609,0.141805251168826,0.0343019715789803
"Provence","J23",2007,52.2210322344794,1.34345993111162,11.927344344082,666.022820389202,0.151001889999899,0.0257264146958893
"Provence","J24",2007,68.5891384515036,1.50161567834285,14.7910000993374,672.725083510153,0.16731505429009,0.0218929077146023
"Provence","J30",2007,64.6274227300855,1.80725750512273,16.5474415686275,643.983206503718,0.180876945890801,0.0279642515325218
"Provence","J40",2007,64.1766665774331,1.66206887899436,15.3946757484012,910.998883484416,0.14668354927213,0.0258983360718646
"Corse","K11",2007,59.8448377265377,1.62322991274864,15.2634078210487,718.099001740212,0.16450861723014,0.0271239755075622
"Corse","K12",2007,172.696751646507,3.14584024639373,27.3550960705894,757.289017717226,0.214458543503231,0.0182159781026626
"Corse","K13",2007,67.0800294204318,1.71065334628706,15.3862306863497,650.594589050745,0.17352655928762,0.0255016785333432
"Grand ouest","A11",2012,158.769498842052,6.45412754502916,23.9979536399636,686.555896268318,0.210961990086549,0.040650928497607
"Grand ouest","A12",2012,192.599973021379,7.68718689199894,26.1157460929232,736.822430536581,0.212434407108724,0.0399127101183219
"Grand ouest","A13",2012,180.627550645285,7.10896334476901,22.3195679186309,597.664137872648,0.218056658223692,0.0393570267623766
"Grand ouest","A21",2012,167.266184443638,6.94472836322342,25.4464548303085,758.902569598201,0.206621585807563,0.0415190218293256
"Grand ouest","A22",2012,160.816432439353,6.24500065205015,22.3132617274081,685.065709834705,0.203643463206593,0.0388331003077391
"Grand ouest","A30",2012,147.449445612472,6.70720365391567,22.0239247742261,839.799211621996,0.182732032784624,0.0454881578296577
"Centre nord","B10",2012,192.317686594751,6.05376478156183,23.0205394555347,534.194453931654,0.234241111507082,0.0314779409463167
"Centre nord","B21",2012,180.654366578914,7.39634491812529,22.0155515097592,633.041013966817,0.210428190113105,0.0409419659108788
"Centre nord","B22",2012,182.169700307981,7.73395444412454,22.3854358299768,548.607711289316,0.227932829907418,0.042454669635232
"Centre nord","B23",2012,241.111467659042,7.78379178273589,26.6959652157131,605.311407633718,0.236967312899714,0.0322829596547561
"Centre nord","B31",2012,173.788718749783,5.99810784634592,20.3339270008232,506.640202935553,0.226055909570658,0.0345137928945887
"Centre nord","B32",2012,174.284491101808,6.10419155535176,21.0385111395707,606.594754903925,0.210142180870151,0.0350242957176609
"Centre nord","B33",2012,211.736853069889,6.42258748209095,23.4135628813807,630.84939727447,0.217383194289903,0.0303328749292926
"Centre nord","B41",2012,172.853402825783,5.58778598994647,20.4529726668969,556.757328748154,0.216272005284048,0.0323267340914215
"Centre nord","B42",2012,174.368678942051,6.20390221078292,20.9761289599593,655.169099547801,0.201902189416678,0.0355792235648279
"Centre nord","B43",2012,117.891181997217,6.21091240181529,16.75139384661,657.758309150449,0.180072486952722,0.0526834348133172
"Centre nord","B44",2012,141.521030221811,4.44886283800102,20.0094649257654,755.389058050012,0.183648528179826,0.0314360546346234
"Centre nord","B51",2012,203.779201966086,6.84562361959901,23.5517431344117,692.673511120521,0.208066565006903,0.0335933380519289
"Centre nord","B52",2012,203.642768458035,6.42175690420195,23.9947043597672,773.203378556308,0.198776889075465,0.0315344215403617
"Centre nord","B53",2012,201.175042667887,5.94192307912707,23.6718966586547,750.696947672273,0.200373028551781,0.0295360845974139
"Centre nord","B61",2012,184.595021320071,7.96114137393633,23.9039224919376,720.412335183276,0.205541288685574,0.0431276061347962
"Centre nord","B62",2012,199.118185879927,6.80928371787519,23.9745554413511,698.251558445255,0.20908572539942,0.034197196442827
"Centre nord","B70",2012,150.475538044038,5.36268668837742,19.9156401040428,663.038840865494,0.195561206976412,0.035638262258999
"Centre nord","B81",2012,144.42740312943,6.31019552302105,20.2576034405541,719.665750802165,0.18931441093581,0.043691123611536
"Centre nord","B82",2012,149.030344002309,5.27007455181479,21.273084756399,781.177210007564,0.186206789463192,0.0353624262702711
"Centre nord","B91",2012,203.107980199284,5.64715065915419,23.6926850927133,704.11725010326,0.2069853977616,0.0278036867562435
"Centre nord","B92",2012,206.189821326532,6.86039703305567,24.4803700543745,727.819582034018,0.206943686090025,0.0332722390897813
"Grand est","C11",2012,194.689257271345,6.5232642825487,22.62400880596,606.900133080572,0.217861868239222,0.033506030964292
"Grand est","C12",2012,244.976720204753,8.26674734169836,25.7651337031553,630.009420921133,0.228190593374708,0.0337450323230263
"Grand est","C20",2012,164.410344631271,5.32933412129906,21.2671919164312,751.790823450548,0.189784886407799,0.0324148345607531
"Grand est","C30",2012,204.482247667018,5.77797546825765,23.3899542374624,642.25876039867,0.215335050734808,0.0282566116823334
"Grand est","C41",2012,158.209095210576,6.10406905166841,19.4565203236664,633.213219617912,0.197793792997709,0.0385822891126701
"Grand est","C42",2012,253.206821900882,7.77336084670607,26.2199514334402,635.453545207327,0.229207644091103,0.0306996501450856
"Grand est","C51",2012,196.415372643975,7.00094927402627,22.6369170196172,644.233947260238,0.211515352707606,0.0356435913329262
"Grand est","C52",2012,198.309209942831,7.11747925124294,26.4095876320948,953.914782122172,0.187750490357547,0.0358908154255406
"Vosges","D11",2012,294.714383972155,10.3872292552449,30.6669218956088,747.660481785033,0.228527221686404,0.0352450705501579
"Vosges","D12",2012,236.913349725678,8.21477267336234,24.2828696781715,623.111908313527,0.222752218601142,0.0346741653979154
"Jura","E10",2012,192.224780655395,6.80993684248271,24.7799667021157,898.925392092506,0.187345641734518,0.0354269455751962
"Jura","E20",2012,293.958998614019,8.87210289216373,31.5766380825434,734.505625819147,0.233959368671956,0.0301814298388368
"Sud ouest","F11",2012,127.296911335087,7.64484551089252,20.9153611556744,1093.40009870362,0.156062366796767,0.0600552317468946
"Sud ouest","F12",2012,115.224213057031,5.21374072726802,18.5223580516834,945.275873036733,0.15795155663859,0.0452486555467944
"Sud ouest","F14",2012,138.097620530757,6.93837894893688,20.8385295708563,941.406087434469,0.167880437946608,0.0502425669774055
"Sud ouest","F15",2012,152.07322132479,5.28694305530036,22.2118496735752,921.374257723726,0.175198097153778,0.034765772758958
"Sud ouest","F21",2012,75.8744475891499,4.4764208259818,10.6225323560052,333.434162267102,0.201402122795422,0.0589977386091959
"Sud ouest","F22",2012,141.093943600116,5.46935880237487,19.9555852066122,472.140349524816,0.231980636024967,0.0387639516113886
"Sud ouest","F23",2012,123.010306885893,5.62291046846349,18.1358225238766,668.767742356142,0.185817250407832,0.0457108888743724
"Sud ouest","F30",2012,142.858307745704,4.81452450070595,20.3732835535362,731.34066038257,0.188332692079543,0.0337013966963411
"Sud ouest","F40",2012,87.6553715768753,2.34670359445773,16.0095282797768,830.47121379863,0.156668626302863,0.0267719313972633
"Sud ouest","F51",2012,160.910432730971,5.20077997312215,21.3010370850149,472.590160184439,0.239559333481954,0.0323209619466839
"Sud ouest","F52",2012,168.167479138567,5.89674850364733,21.292445896448,432.855615479254,0.250262804751756,0.0350647374501493
"Massif central","G11",2012,181.554855130155,7.22533530221866,24.4874836740624,829.219452371477,0.193906513773992,0.0397969820032567
"Massif central","G12",2012,195.718973562413,6.63378952493114,25.7316118988864,788.097698678317,0.203891220643551,0.0338944630874823
"Massif central","G13",2012,206.084369349536,7.47083719107929,26.3028456202994,740.716033057789,0.212632945202668,0.036251352854462
"Massif central","G21",2012,212.993013451255,8.46720382966744,25.1117373767568,658.349581718805,0.22037643726308,0.0397534345961316
"Massif central","G22",2012,252.774213793039,9.00363104362469,30.1094472315785,780.277553988862,0.221657225912444,0.035619262378545
"Massif central","G23",2012,232.653312475012,8.87853729339362,26.4820247896593,781.561944750626,0.207705956282287,0.0381620927677409
"Massif central","G30",2012,222.383922609557,7.07325603749446,29.65377349976,764.376753672455,0.222249763216881,0.0318065081076616
"Massif central","G41",2012,246.177859103676,9.47041781695624,26.7498133122066,705.322888487786,0.219746237760649,0.038469819550132
"Massif central","G42",2012,199.694587493526,7.01273067425803,27.557059403351,771.647862609493,0.21323668226092,0.0351172796532874
"Massif central","G50",2012,171.278124941915,4.80119742144235,24.4493622792958,705.623521811514,0.210040141629196,0.0280315856042361
"Massif central","G60",2012,85.6940534251002,2.44067890622293,15.2252020560139,652.676428439808,0.17234061072134,0.0284813100637861
"Massif central","G70",2012,134.752125237422,4.27839671198743,24.8584204883171,873.419867107867,0.190362014102206,0.0317501241961805
"Massif central","G80",2012,191.731198376574,6.85818046506853,26.200566676409,854.583755329652,0.197575497883153,0.0357697678997373
"Massif central","G90",2012,155.48049999816,5.34509341315096,21.3798303616572,725.189328382417,0.193745437680372,0.0343779021370154
"Alpes","H10",2012,312.747703234439,7.69734565569625,35.4420915401931,881.963006539057,0.226198409119466,0.0246119973898776
"Alpes","H21",2012,292.716681283742,7.83848557847648,33.9996740637616,760.661518615041,0.238559498487363,0.0267784041008525
"Alpes","H22",2012,212.86284416298,5.33294412696391,27.60093450932,725.062715477435,0.22015531060978,0.0250534288778022
"Alpes","H30",2012,95.6940717244729,2.38526421912472,19.2349686286155,826.607059456361,0.172127890174452,0.0249259350776973
"Alpes","H41",2012,154.338314047497,3.17083430628363,24.1116364844666,726.155541871537,0.205614422815223,0.0205446996479941
"Alpes","H42",2012,163.665223772353,3.07083302167711,23.5180592300829,616.247965290871,0.220433730280733,0.018762892634714
"Pyrénnés","I11",2012,179.175770454741,5.65405874991181,23.6573316930073,695.265161573675,0.208143428887663,0.031555933793738
"Pyrénnés","I12",2012,195.431850254178,5.34594144763333,27.1837746552825,866.231070653789,0.199890917480228,0.0273545046044461
"Pyrénnés","I13",2012,87.1621211975484,2.80096309915535,17.6247410827578,889.239303730666,0.158857274520779,0.0321350956203454
"Pyrénnés","I21",2012,191.647588447881,4.54003748896205,25.7757049406642,639.718748254096,0.226498742791364,0.0236895101354053
"Pyrénnés","I22",2012,115.770410642811,2.71445844677607,21.7959494237402,788.342308907111,0.187622767454873,0.0234469104126361
"Provence","J10",2012,43.0836805713859,1.44527225453076,12.095632110817,943.041782284949,0.127792061612191,0.0335457007238755
"Provence","J21",2012,46.954418325834,1.63067998304325,13.0433654934531,769.327548971356,0.14692450935665,0.0347289997658443
"Provence","J22",2012,60.707059906006,2.15156458218937,13.9003041597571,825.86195212581,0.146390698090615,0.035441752335242
"Provence","J23",2012,59.6959437255498,1.74364309217166,14.0168145482735,799.540739414672,0.149403036500156,0.0292087365297046
"Provence","J24",2012,68.9534138409139,1.65138903361329,13.6177945638784,468.059206085794,0.192467786901275,0.0239493440806759
"Provence","J30",2012,59.8461833272123,1.60133027608522,14.8420008685743,579.382036931536,0.180600426881411,0.0267574335915435
"Provence","J40",2012,61.4802450185244,1.71777791444171,14.9069779177711,898.079875694222,0.145375888151678,0.0279403231708678
"Corse","K11",2012,67.1827745537596,1.57299735539256,16.9399670080088,868.489961555953,0.157590102462289,0.0234137003992571
"Corse","K12",2012,214.140529983357,3.49620356124056,32.910115769711,895.884127068436,0.216268786473269,0.0163266783803715
